x	y
2.418886847304E-03	1.317974243952E+00
2.155986642833E-03	1.980265517571E+00
1.937398369061E-03	2.362254968084E+00
1.411533071222E-03	3.86525414817E+00
1.101544223022E-03	5.292117011368E+00
8.074184464196E-04	6.005337439633E+00
5.959366925447E-04	8.29894552443E+00
3.899342059922E-04	9.827918799536E+00
1.203867340581E-04	1.446634427411E+01
