x	y
0.12278418624000002	1.3056599249999998
0.09575289792000001	1.58489946
0.08154333504000001	1.9172934899999998
0.060915024000000005	2.9071683
0.028166791680000004	3.6452127599999997
-0.0053147865600000005	4.828278374999999
-0.020746592640000006	6.036924059999999
-0.08852983488000003	10.074662145
-0.10792801728000002	12.062715075
-0.09882821952000002	13.967877194999998
-0.10886638464000001	15.952441724999998
-0.14234796288	23.610303629999997
-0.13816079424000005	27.995550615
-0.08230033728000002	31.909365585
-0.06191647488000001	33.133959225
