y	x
0.06	64.33
0.49	66.9
0.92	68.62
1.36	71.19
1.79	72.91
2.22	72.91
2.65	73.77000000000001
3.09	72.91
3.52	72.91
3.95	71.19
4.38	68.62
4.82	66.9
5.25	63.470000000000006
5.68	60.04
6.12	56.61
6.55	53.17999999999999
7.0	49.75
7.41	45.46
7.85	41.17
8.28	36.88
8.7	32.589999999999996
9.14	28.310000000000002
9.58	24.02
10.01	20.59
10.4	18.009999999999998
10.87	14.580000000000002
11.31	12.01
11.74	10.290000000000001
12.17	7.720000000000001
12.6	6.859999999999999
13.04	5.15
13.47	4.29
