x	y
64.9962921	0.9902427
66.2352448	1.2214475
67.2592010	1.6542268
67.5387573	2.0278668
66.0934753	2.6035576
64.5803986	2.9782686
62.2808647	3.4509101
60.4874992	3.7275715
58.2416267	4.0775318
56.0102654	4.4834199
53.4195747	4.7760258
51.3042336	5.0197239
48.4887352	5.3436232
46.4208946	5.5902967
43.8682747	5.8865919
40.6245651	6.2407160
37.5291443	6.5890102
32.2476883	7.2890501
29.2831612	7.7506247
26.8614349	8.1267653
24.2228851	8.5802507
21.0810585	9.0013695
18.6596966	9.3089657
15.7263546	9.7185421
12.7440681	10.1121750
10.2654152	10.4980698
7.5811768	10.9310875
5.1039743	11.4086084
2.4237213	12.1783781
