x	y
7.9844213	4.5804415
7.7399602	5.1155243
7.4184189	5.8030143
6.9362020	6.8507118
6.5664773	7.6638575
6.1383514	8.2317123
5.5863667	8.6479836
5.1022024	8.6479836
4.5946331	8.3550110
4.2433004	8.0024767
3.9053464	7.6500373
3.4860969	7.2587380
2.8913574	6.5043368
2.2357259	5.6480837
1.8297276	5.2083230
1.3335571	4.6095996
0.9361811	4.1305208
0.3244858	3.5894451
-0.1764097	3.1543701
-0.6091347	2.8898284
-1.0023279	2.6338420
-1.3287230	2.4705229
-1.5876169	2.3315060
-1.9992018	2.2011266
