Exp,run,densitytype,Bed_height,Particle_type,Init_Conc,Conservative,slope(tan),Temp,d50 (micron),Rhos(kgm),Rhoa(kgm),mu,Injection,Cprofile_available,submarine,flume_wide,n,Depositional,DepoThick(dm3),Bed Condition,Confined,IsNumerical
Varjavand2015,f4dR,SW,0,Clay,10.4,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f4dB,SW,0,Clay,11.6,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f4dK,SW,0,Clay,12.8,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5aR,SW,0,Clay,13,Non-Conservative,0.05,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5aB,SW,0,Clay,10.6,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5aK,SW,0,Clay,12.4,Non-Conservative,0.02,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5bR,SW,0,Clay,13.1,Non-Conservative,0.05,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5bB,SW,0,Clay,10.4,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5bK,SW,0,Clay,14.6,Non-Conservative,0.02,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5cR,SW,0,Clay,13.6,Non-Conservative,0.05,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5cB,SW,0,Clay,11.5,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5cK,SW,0,Clay,10.3,Non-Conservative,0.02,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5dR,SW,0,Clay,9.6,Non-Conservative,0.05,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5dB,SW,0,Clay,11.6,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f5dK,SW,0,Clay,12.4,Non-Conservative,0.02,,13.36,2650,1000,Kaolinite,Injection,FALSE,subaqueous,35,,,,,,FALSE
Varjavand2015,f6aR,SW,0,Clay,10.6,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f6aB,SW,0,Clay,10.4,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f6aK,SW,0,Clay,11.5,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f6aG,SW,0,Clay,11.6,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f6bR,SW,0,Clay,10.6,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f6bB,SW,0,Clay,12.8,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f6bK,SW,0,Clay,13.6,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Varjavand2015,f6bG,SW,0,Clay,13,Non-Conservative,0.0125,,13.36,2650,1000,Kaolinite,Injection,TRUE,subaqueous,35,,,,,,FALSE
Pohl2020,slope8,VC,0,Quartz sand,0.15,Non-Conservative,0.141,,133,2650,1000,Cohesionless,Injection,TRUE,subaqueous,20,,Depositional,,,Fully,FALSE
Simmons2020,event01-1800,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1801,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1802,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1803,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1804,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1805,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1806,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1807,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1808,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1809,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1810,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1811,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1812,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1813,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1814,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1815,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1816,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1817,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1818,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1819,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1820,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1821,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1822,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1823,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1824,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1825,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1826,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1827,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1828,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1829,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1830,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1831,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1832,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1833,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1834,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1835,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1836,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1837,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1838,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1839,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1840,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1841,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1842,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1843,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1844,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1845,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1846,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1847,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1848,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1849,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1850,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1851,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1852,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1853,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1854,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1855,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1856,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1857,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1858,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1859,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1860,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1861,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1862,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1863,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1864,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1865,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1866,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1867,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1868,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1869,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1870,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1871,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1872,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1873,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1874,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1875,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1876,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1877,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1878,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1879,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1880,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1881,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1882,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1883,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1884,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1885,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1886,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1887,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1888,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1889,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1890,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1891,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1892,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1893,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1894,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1895,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1896,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1897,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1898,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1899,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1900,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1901,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1902,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1903,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1904,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1905,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1906,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1907,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1908,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1909,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1910,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1911,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1912,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1913,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1914,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1915,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1916,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1917,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1918,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1919,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1920,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1921,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1922,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1923,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1924,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1925,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1926,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1927,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1928,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1929,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1930,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1931,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1932,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1933,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1934,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1935,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1936,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1937,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1938,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1939,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1940,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1941,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1942,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1943,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1944,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1945,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1946,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1947,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1948,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1949,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1950,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1951,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1952,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-1953,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
