Exp,run,densitytype,Bed_height,Particle_type,Init_Conc,Conservative,slope(tan),Temp,d50 (micron),Rhos(kgm),Rhoa(kgm),mu,Injection,Cprofile_available,submarine,flume_wide,n,Depositional,DepoThick(dm3),Bed Condition,Confined,IsNumerical
Simmons2020,event01-2137,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2138,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2139,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2140,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2141,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2142,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2143,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2144,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2145,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2146,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2147,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2148,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2149,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2150,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2151,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2152,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2153,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2154,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2155,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2156,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2157,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2158,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2159,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2160,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2161,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2162,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2163,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2164,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2165,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2166,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2167,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2168,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2169,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2170,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2171,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2172,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2173,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2174,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2175,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2176,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2177,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2178,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2179,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2180,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2181,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2182,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2183,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2184,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2185,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2186,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2187,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2188,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2189,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2190,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2191,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2192,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2193,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2194,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2195,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2196,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2197,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2198,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2199,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event01-2200,VC,0,Quartz sand,0,Non-Conservative,0.007,,11,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-300,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-301,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-302,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-303,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-304,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-305,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-306,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-307,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-308,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-309,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-310,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-311,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-312,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-313,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-314,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-315,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-316,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-317,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-318,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-319,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-320,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-321,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-322,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-323,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-324,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-325,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-326,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-327,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-328,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-329,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-330,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-331,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-332,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-333,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-334,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-335,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-336,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-337,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-338,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-339,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-340,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-341,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-342,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-343,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-344,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-345,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-346,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-347,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-348,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-349,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-350,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-351,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-352,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-353,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-354,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-355,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-356,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-357,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-358,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-359,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-360,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-361,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-362,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-363,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-364,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-365,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-366,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-367,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-368,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-369,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-370,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-371,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-372,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-373,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-374,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-375,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-376,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-377,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-378,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-379,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-380,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-381,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-382,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-383,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-384,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-385,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-386,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-387,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-388,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-389,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-390,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-391,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-392,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-393,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-394,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-395,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-396,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-397,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-398,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-399,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-400,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-401,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-402,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-403,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-404,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-405,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-406,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-407,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-408,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-409,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-410,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-411,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-412,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
Simmons2020,event04-413,VC,0,Quartz sand,0,Non-Conservative,0.007,,9.9,2650,1000,Cohesionless,Injection,TRUE,subaqueous,,,,,,,
