Dataset 4 x,Dataset 4 y
9.953741688221E-1,7.905138339921E-2
3.873872547028E0,5.533596837945E-1
6.241106989326E0,1.086956521739E0
7.855013651975E0,1.581027667984E0
8.446481065435E0,2.094861660079E0
8.392226293106E0,2.588932806324E0
8.077864110154E0,3.102766798419E0
6.695811964600E0,4.090909090909E0
5.242010940123E0,5.079051383399E0
3.797178525510E0,6.067193675889E0
2.450965370368E0,7.094861660079E0
1.517343718087E0,8.083003952569E0
5.836866167563E-1,9.110671936759E0
