	x	y
0	3.147470102437	0.4949815299411
1	3.962310019065	0.9933312899239
2	4.459543380065	1.466457596946
3	4.664339907965	2.606289018625
4	4.58395918118	3.587317162491
5	4.365216621063	4.634015834776
6	4.325599382282	5.660043215729
7	3.976375452243	6.527043442066
8	3.741394361462	7.618218972235
9	3.27819027428	8.506487494708
10	2.823248733583	9.506395915494
11	2.246207770409	10.54981106136
12	1.71802568038	11.59367396082
13	1.21412974577	12.50388240984
14	0.7673313505961	13.50386545622
15	0.3785618223531	15.46383222714
16	0.1527984857432	17.55916983732
17	-0.04879809661895	19.40928752751
