Dataset 8 x,Dataset 8 y
5.241873490007E-1,1.407588403251E-1
6.693800790687E-1,2.863496595651E-1
7.781819679332E-1,3.784318032067E-1
8.581841642873E-1,4.855040632550E-1
9.965064243356E-1,6.956814188447E-1
1.066192620250E0,8.977322644410E-1
1.107573303316E0,1.206031737316E0
1.123085053811E0,1.403868328575E0
1.159324895673E0,2.096159125851E0
