Dataset 11 x,Dataset 11 y
1.505106354198E0,2.152108484664E-1
1.901389875216E0,5.306888505631E-1
2.138649352406E0,9.984444218998E-1
2.351070305367E0,1.554631226540E0
2.495857427885E0,2.013966385986E0
2.615738392344E0,2.545635927091E0
2.664012038822E0,4.034763788847E0
2.699384532143E0,4.453417199283E0
