Dataset 2 x,Dataset 2 y
1.257516194235E0,7.954672056787E-2
1.655233881364E0,3.483630691856E-1
2.009835909026E0,1.025990355080E0
2.231653164839E0,1.527430726870E0
2.350527605800E0,2.028202638825E0
2.413203673346E0,3.600038197705E0
