Dataset 3 x,Dataset 3 y
2.180505415162E0,2.272765612875E-1
2.252707581227E0,4.490283072978E-1
2.353790613718E0,7.174246769459E-1
2.642599277978E0,1.230599885286E0
2.844765342960E0,1.732345895611E0
2.974729241877E0,2.234302776747E0
3.046931407942E0,2.736428354533E0
3.306859205776E0,3.752024359796E0
3.480144404332E0,4.557593036202E0
