Dataset 3 x,Dataset 3 y
1.362889548776E0,1.376936316695E-1
1.803496560812E0,7.091222030981E-1
1.987567223368E0,1.211703958692E0
2.120355834642E0,1.714285714286E0
2.223827807305E0,2.209982788296E0
2.313833040167E0,3.352839931153E0
2.329279441156E0,3.786574870912E0
