x	y
8.187	0.136
8.947	0.248
9.615	0.344
10.230	0.475
10.820	0.598
11.274	0.716
11.684	0.831
11.970	0.938
12.222	1.087
12.478	1.384
12.325	1.660
12.082	1.782
11.843	1.913
11.208	2.150
10.361	2.354
9.380	2.603
8.295	2.852
7.179	3.086
6.080	3.340
5.184	3.551
4.433	3.771
3.919	3.994
3.145	4.451
2.752	4.877
2.080	5.760
1.379	6.847
0.780	8.369
0.302	10.063
0.057	11.909
