x	y
8.711	0.109
9.327	0.189
9.788	0.254
10.306	0.408
10.705	0.513
11.003	0.629
11.289	0.752
11.517	0.881
11.928	1.236
11.707	1.706
11.505	1.869
11.014	2.082
10.403	2.337
9.662	2.579
8.831	2.764
7.969	3.007
7.064	3.245
5.754	3.581
4.812	3.930
4.048	4.409
3.320	5.085
2.710	6.009
2.228	7.129
1.816	8.142
1.329	9.386
0.946	10.551
0.115	12.981
0.036	13.987
