Paper,run,submarine,Particle_type,Conserv,u3ghw,u2ghs,Uave[m/s],height,Fr,B,S1,S2,S3,slope,mu[kg/ms],ws[m/s],Cprofile
vanMaren,,subaerial,,Non-Conservative,332.627,,,,,0.28981471698113,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,377.157,,,,,0.26095154716981,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,417.899,,,,,0.30377060377358,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,251.364,,,,,0.27485450943396,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,228.316,,,,,0.23368047169811,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,179.174,,,,,0.27957911320755,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,171.473,,,,,0.341583,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,208.369,,,,,0.36844126415094,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,234.179,,,,,0.42606798113208,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,264.651,,,,,0.45457250943396,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,272.595,,,,,0.54049267924528,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,225.026,,,,,0.52819613207547,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,170.772,,,,,0.46376394339623,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,134.181,,,,,0.43003981132075,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,105.587,,,,,0.52581701886792,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,114.761,,,,,0.59536047169811,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,81.941,,,,,0.43357205660377,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,107.198,,,,,0.3668080754717,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,123.512,,,,,0.31552732075472,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,117.897,,,,,0.26637350943396,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,112.887,,,,,0.21007364150943,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,79.498,,,,,0.2209549245283,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,79.496,,,,,0.24578586792453,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,61.53,,,,,0.43334354716981,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,49.081,,,,,0.32868435849057,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,37.582,,,,,0.42952737735849,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,22.93,,,,,0.36052250943396,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,38.209,,,,,0.2281819245283,,,,,,,FALSE
vanMaren,,subaerial,,Non-Conservative,49.957,,,,,0.19842152830189,,,,,,,FALSE
