,velocity,vel_ori,density,den_ori,eta
0,0.0,0.0,2.355742788394488,-1.0,0.0
1,0.016621738569597474,-1.0,2.349895042652643,-1.0,0.002004008016032064
2,0.033346035347893675,-1.0,2.3440472969108175,-1.0,0.004008016032064128
3,0.050172081407858594,-1.0,2.3381995511689717,-1.0,0.0060120240480961915
4,0.06709906782246228,-1.0,2.3323518054271264,-1.0,0.008016032064128256
5,0.08412618566467471,-1.0,2.326504059685281,-1.0,0.01002004008016032
6,0.10125262600746587,-1.0,2.3206563139434158,-1.0,0.012024048096192383
7,0.11847757992380581,0.047830259243067275,2.3148085682015904,-1.0,0.014028056112224447
8,0.13580023848666456,-1.0,2.3089608224597447,-1.0,0.01603206412825651
9,0.15321979276901207,-1.0,2.3031130767178793,-1.0,0.018036072144288574
10,0.1707354338438184,-1.0,2.297265330976034,-1.0,0.02004008016032064
11,0.1883463527840535,-1.0,2.2914175852342087,-1.0,0.022044088176352703
12,0.2060517406626874,-1.0,2.2855698394923434,-1.0,0.024048096192384766
13,0.22385078855269017,0.21523616659380274,2.2797220937504976,-1.0,0.026052104208416832
14,0.24174268752703168,-1.0,2.2738743480086523,-1.0,0.028056112224448895
15,0.2597266286586821,-1.0,2.268026602266807,-1.0,0.03006012024048096
16,0.2778018030206113,-1.0,2.2621788565249816,-1.0,0.03206412825651302
17,0.2959230875205412,-1.0,2.2563311107831163,-1.0,0.03406813627254509
18,0.3140151238731914,-1.0,2.250483365041271,-1.0,0.03607214428857715
19,0.332104471605936,-1.0,2.2446379662390825,-1.0,0.038076152304609215
20,0.35022060706107033,0.38208590813938625,2.2388059495330994,-1.0,0.04008016032064128
21,0.36839300658088947,-1.0,2.23298642411512,-1.0,0.04208416833667334
22,0.38665114650768884,-1.0,2.227176683293247,-1.0,0.044088176352705406
23,0.40502450318376365,-1.0,2.2213740203755847,-1.0,0.04609218436873747
24,0.4235425529514089,-1.0,2.215575728670257,-1.0,0.04809619238476953
25,0.4422347721529202,-1.0,2.2097791014853674,-1.0,0.0501002004008016
26,0.46113063713059244,0.525576685868588,2.2039814321290194,-1.0,0.052104208416833664
27,0.48025962422672125,-1.0,2.1981800139093375,-1.0,0.05410821643286573
28,0.4996512097836015,-1.0,2.192372140134405,-1.0,0.05611222444889779
29,0.5193348701435286,-1.0,2.1865551041123856,-1.0,0.058116232464929855
30,0.5393400816487979,-1.0,2.1807261991513234,-1.0,0.06012024048096192
31,0.5596963206417043,-1.0,2.1748827185593615,-1.0,0.06212424849699398
32,0.5804330634645434,0.597322074733189,2.169021955644624,-1.0,0.06412825651302605
33,0.6015897682541443,-1.0,2.1631412037151754,-1.0,0.06613226452905811
34,0.6232112173640973,-1.0,2.157237756079198,-1.0,0.06813627254509018
35,0.6452737165904772,-1.0,2.1513089060447173,-1.0,0.07014028056112225
36,0.6677476942406229,-1.0,2.1453519469198956,-1.0,0.0721442885771543
37,0.6906035786218738,-1.0,2.139363974464867,-1.0,0.07414829659318636
38,0.7138117980415698,-1.0,2.133307834969816,-1.0,0.07615230460921843
39,0.73734278080705,0.7880869459003061,2.1271666120883834,-1.0,0.0781563126252505
40,0.7611669552256537,-1.0,2.120953608637913,-1.0,0.08016032064128256
41,0.7852547496047201,-1.0,2.1146821274357483,2.1126440239901494,0.08216432865731463
42,0.8095765922515893,-1.0,2.1083654712992543,-1.0,0.08416833667334668
43,0.8341029114736002,-1.0,2.1020169430458138,-1.0,0.08617234468937875
44,0.8588041355780922,-1.0,2.0956498454927415,-1.0,0.08817635270541081
45,0.8836506928724046,0.931577723629508,2.0892774814574104,-1.0,0.09018036072144288
46,0.9086130116638773,-1.0,2.0829131537571657,-1.0,0.09218436873747494
47,0.9336615202598495,-1.0,2.0765701652094,-1.0,0.09418837675350701
48,0.95876664696766,-1.0,2.0702618186314283,-1.0,0.09619238476953906
49,0.9840638030898801,-1.0,2.0640014168406235,-1.0,0.09819639278557113
50,1.0109127529937263,-1.0,2.057802262654331,-1.0,0.1002004008016032
51,1.0393418412456081,-1.0,2.051677658889923,-1.0,0.10220440881763526
52,1.0690030458301099,1.0272382421156423,2.0456409083647444,-1.0,0.10420841683366733
53,1.0995483447318144,-1.0,2.039705313896169,-1.0,0.1062124248496994
54,1.1306297159353058,-1.0,2.033884178301511,-1.0,0.10821643286573146
55,1.161899137425167,-1.0,2.0281908043981733,-1.0,0.11022044088176351
56,1.1930085871859826,-1.0,2.0226021691655935,-1.0,0.11222444889779558
57,1.2236100432023354,-1.0,2.0169919083493806,-1.0,0.11422845691382764
58,1.2533554834588094,1.146813890223311,2.011361910389249,-1.0,0.11623246492985971
59,1.2818968859399882,-1.0,2.005728207630903,-1.0,0.11823647294589178
60,1.3088862286304552,-1.0,2.0001068324200584,-1.0,0.12024048096192384
61,1.3339754895147937,-1.0,1.9945138171024388,-1.0,0.1222444889779559
62,1.356816646577588,-1.0,1.9889651940237694,-1.0,0.12424849699398796
63,1.3770616778034215,-1.0,1.983476995529765,-1.0,0.12625250501002003
64,1.394362561176877,-1.0,1.9780652539661305,-1.0,0.1282565130260521
65,1.408422063123845,1.4093241502550289,1.9727460016786105,-1.0,0.13026052104208416
66,1.420594485880522,-1.0,1.9675352710128995,-1.0,0.13226452905811623
67,1.4317076736203367,-1.0,1.9624490943147428,-1.0,0.1342685370741483
68,1.441884547351076,-1.0,1.9575035039298248,-1.0,0.13627254509018036
69,1.4512480280805289,-1.0,1.9527145322039001,1.9476841481443168,0.13827655310621242
70,1.459921036816484,-1.0,1.948098211482664,-1.0,0.1402805611222445
71,1.4680264945667296,1.4571544094980962,1.9436705741118507,-1.0,0.14228456913827653
72,1.4756873223390534,-1.0,1.9394476524371753,-1.0,0.1442885771543086
73,1.4830264411412437,-1.0,1.9354454788043525,-1.0,0.14629258517034066
74,1.4901667719810898,-1.0,1.9316800397673142,-1.0,0.14829659318637273
75,1.497231235866379,-1.0,1.9281555251666795,-1.0,0.1503006012024048
76,1.5043427538049001,-1.0,1.9248492080277588,-1.0,0.15230460921843686
77,1.511624246804441,1.4810695391196298,1.921734669516799,-1.0,0.15430861723446893
78,1.5191986358727902,-1.0,1.9187854908000979,-1.0,0.156312625250501
79,1.5271888420177362,-1.0,1.915975253043873,-1.0,0.15831663326653306
80,1.535717786247067,-1.0,1.9132775374144215,-1.0,0.16032064128256512
81,1.5449083934175876,-1.0,1.9106659250779912,-1.0,0.1623246492985972
82,1.5549078175154287,-1.0,1.9081139972008396,-1.0,0.16432865731462926
83,1.565684156676493,-1.0,1.905595334949244,-1.0,0.16633266533066132
84,1.577094796065766,1.6245603168488316,1.903083519489452,-1.0,0.16833667334669336
85,1.5889971208482354,-1.0,1.9005521319877212,-1.0,0.17034068136272543
86,1.601248516188888,-1.0,1.897974753610329,-1.0,0.1723446893787575
87,1.6137063672527099,-1.0,1.895324965523543,-1.0,0.17434869739478956
88,1.6262280592046885,-1.0,1.8925763488936005,-1.0,0.17635270541082163
89,1.6386709772098098,-1.0,1.889702484886789,-1.0,0.1783567134268537
90,1.650892506433061,1.672390576091899,1.8866769546693563,-1.0,0.18036072144288576
91,1.662750032039429,-1.0,1.8834733394075496,-1.0,0.18236472945891782
92,1.6741009391938997,-1.0,1.8800652202676664,-1.0,0.1843687374749499
93,1.6848026130614606,-1.0,1.8764513883181209,-1.0,0.18637274549098196
94,1.6947124388070989,-1.0,1.8726938319970068,-1.0,0.18837675350701402
95,1.7036878015958001,-1.0,1.868799453622731,-1.0,0.1903807615230461
96,1.7115860865925514,-1.0,1.8647706997563946,-1.0,0.19238476953907813
97,1.7182646789623397,1.7196646695298143,1.8606100169591584,-1.0,0.1943887775551102
98,1.7240205915878213,-1.0,1.8563198517921435,-1.0,0.19639278557114226
99,1.7296532268633313,-1.0,1.851902650816461,-1.0,0.19839679358717432
100,1.7351588495442716,-1.0,1.847360860593262,1.847840012763979,0.2004008016032064
101,1.7405099249521927,-1.0,1.8426969276836673,-1.0,0.20240480961923846
102,1.7456789184086476,-1.0,1.8379132986488182,-1.0,0.20440881763527052
103,1.7506382952351862,1.7435797991513478,1.8330124200498255,-1.0,0.2064128256513026
104,1.7553605207533616,-1.0,1.8279967384478502,-1.0,0.20841683366733466
105,1.7598180602847242,-1.0,1.8228687004039834,-1.0,0.21042084168336672
106,1.7639833791508253,-1.0,1.8176307524793762,-1.0,0.2124248496993988
107,1.767828942673217,-1.0,1.8122853412351696,-1.0,0.21442885771543085
108,1.7713272161734508,-1.0,1.8068349132324646,-1.0,0.21643286573146292
109,1.774450664973078,-1.0,1.801281915032432,-1.0,0.21843687374749496
110,1.77717175439365,1.7674949287728816,1.7956287931961534,-1.0,0.22044088176352702
111,1.779462949756719,-1.0,1.7898680152405173,-1.0,0.2224448897795591
112,1.781296716383835,-1.0,1.7837634258619954,-1.0,0.22444889779559116
113,1.7826455195965512,-1.0,1.7772501505999723,-1.0,0.22645290581162322
114,1.783573953891123,-1.0,1.7703763515002129,-1.0,0.2284569138276553
115,1.7844299648087705,-1.0,1.7631901906084828,-1.0,0.23046092184368736
116,1.7852477832727214,1.791410058394415,1.7557398299705071,-1.0,0.23246492985971942
117,1.7860247759072683,-1.0,1.7480734316320814,-1.0,0.2344689378757515
118,1.7867583093367057,-1.0,1.740239157638931,-1.0,0.23647294589178355
119,1.787445750185327,-1.0,1.7322851700368207,-1.0,0.23847695390781562
120,1.788084465077425,-1.0,1.7242596308715064,-1.0,0.24048096192384769
121,1.7886718206372942,-1.0,1.7162107021887432,-1.0,0.24248496993987975
122,1.7892051834892275,1.791410058394415,1.7081865460342964,-1.0,0.2444889779559118
123,1.7896819202575178,-1.0,1.7002353244539015,-1.0,0.24649298597194386
124,1.7900993975664592,-1.0,1.6924051994933238,-1.0,0.24849699398797592
125,1.7904549820403455,-1.0,1.6847443331983383,-1.0,0.250501002004008
126,1.790746040303469,-1.0,1.6773008876146704,-1.0,0.25250501002004005
127,1.7909699389801246,-1.0,1.6701230247880856,-1.0,0.2545090180360721
128,1.7911240446946046,-1.0,1.6632589067643593,-1.0,0.2565130260521042
129,1.7912057240712032,1.791410058394415,1.6567566955892166,-1.0,0.25851703406813625
130,1.791167454905729,-1.0,1.6505813409586185,-1.0,0.2605210420841683
131,1.7906369986399286,-1.0,1.644561107415358,-1.0,0.2625250501002004
132,1.7895853321895474,-1.0,1.6386785464624747,-1.0,0.26452905811623245
133,1.7880788211407153,-1.0,1.6329230023267651,1.6278935116362354,0.2665330661322645
134,1.7861838310795608,-1.0,1.627283819235036,-1.0,0.2685370741482966
135,1.7839667275922146,1.7674949287728816,1.6217503414141439,-1.0,0.27054108216432865
136,1.781493876264806,-1.0,1.6163119130908457,-1.0,0.2725450901803607
137,1.778831642683465,-1.0,1.6109578784919873,-1.0,0.2745490981963928
138,1.7760463924343206,-1.0,1.6056775818443663,-1.0,0.27655310621242485
139,1.773204491103503,-1.0,1.6004603673747988,-1.0,0.2785571142284569
140,1.7703723042771413,-1.0,1.5952955793101313,-1.0,0.280561122244489
141,1.7676161975413656,-1.0,1.5901725618771305,-1.0,0.282565130260521
