x	y
6.556	0.046
8.583	0.064
10.601	0.077
14.556	0.086
16.547	0.107
18.541	0.133
20.506	0.184
22.303	0.397
24.137	0.662
25.551	1.025
26.571	1.503
26.527	2.083
25.629	2.554
24.226	2.972
22.727	3.333
21.174	3.657
19.512	4.004
17.862	4.335
16.289	4.641
14.640	4.974
13.020	5.294
11.390	5.634
9.924	5.981
8.360	6.330
6.786	6.733
5.373	7.116
4.136	7.561
2.902	7.994
