x	y
1024.391	0.177
1024.191	0.748
1023.610	1.243
1022.348	1.634
1020.942	1.869
1019.296	2.145
1017.772	2.348
1016.141	2.587
1014.575	2.788
1012.981	3.004
1011.397	3.232
1009.858	3.468
1008.298	3.709
1006.773	3.979
1005.254	4.280
1003.819	4.554
1002.552	4.914
1001.269	5.308
1000.597	5.790
1000.144	6.359
1000.051	6.919
1000.037	7.473
1000.006	7.961
