x	y
1024.928	0.607
1024.831	2.900
1024.417	4.811
1023.143	6.299
1021.648	7.143
1020.097	7.998
1018.668	8.722
1017.163	9.658
1015.694	10.488
1014.156	11.553
1012.753	12.474
1011.320	13.471
1009.935	14.569
1008.566	15.906
1007.243	17.181
1005.909	18.480
1004.654	19.931
1003.499	21.347
1002.440	22.803
1001.247	24.472
1000.395	26.377
1000.018	29.194
