x	y
1.479	0.043
9.699	0.148
11.699	0.250
12.152	0.355
12.490	0.458
12.746	0.563
12.970	0.663
13.174	0.774
13.334	0.873
13.436	0.971
13.609	1.079
13.657	1.184
13.676	1.290
13.614	1.389
13.443	1.491
13.143	1.591
12.717	1.700
12.229	1.807
11.642	1.902
10.931	2.006
10.199	2.112
9.405	2.213
8.621	2.320
7.837	2.427
7.109	2.529
6.435	2.632
5.738	2.725
5.065	2.837
4.493	2.940
3.998	3.043
3.091	3.264
