x	y
3.944	0.032
7.429	0.046
9.086	0.102
10.813	0.151
12.522	0.174
14.250	0.192
16.007	0.254
17.684	0.267
19.395	0.304
21.097	0.532
22.795	0.796
24.492	1.295
26.176	2.115
24.937	2.777
23.243	3.283
21.529	3.825
19.923	4.355
18.233	4.992
16.596	5.729
15.086	6.484
13.509	7.524
11.965	8.495
10.438	9.528
8.934	10.499
7.376	11.419
5.883	12.321
4.340	13.351
2.810	14.533
1.548	15.994
0.542	17.649
0.065	19.349
